id,dice
12063941,0.792457581
11199787,0.792251587
11981496,0.792203605
11354834,0.792179525
12084312,0.79207629
10129396,0.791931212
12061011,0.791674137
12065709,0.791598976
12022903,0.791484833
12071420,0.79116708
12058980,0.790851593
12078091,0.790660262
12082385,0.790480077
10727164,0.790397882
12081139,0.790395141
12079736,0.790322006
12072549,0.790001988
11043797,0.789994717
11985083,0.789866805
12070131,0.789780915
12006968,0.789033711
12076470,0.78899473
12062411,0.78846848
12073494,0.788409173
10962956,0.788089514
12062504,0.787957788
10589237,0.787707448
12059392,0.787647605
10345021,0.787560523
12084449,0.787437141
11125302,0.787314713
12071203,0.787220418
10958825,0.787037432
12045521,0.786970973
10258935,0.786916733
12017139,0.786442161
12080121,0.786421835
10515929,0.785948932
12073537,0.785732925
12071905,0.785415411
12066982,0.785386622
12056038,0.785247743
10739523,0.785111487
10677013,0.785084963
12056881,0.784782648
11456197,0.784603715
12062201,0.784503162
11090309,0.7844491
11958593,0.784198284
10311326,0.784034371
12058500,0.783923566
11181465,0.783480167
12074624,0.783233941
11984816,0.783202887
12085453,0.782941163
10211117,0.782907486
11981790,0.782757282
12063589,0.782620847
12015299,0.782411754
12019981,0.782405674
12066503,0.782352686
10540371,0.78232646
12019701,0.782167852
11196152,0.781945586
12085503,0.781837463
11427247,0.781713009
12081460,0.781153917
12073787,0.781107306
12063243,0.780939102
12075931,0.780578017
12018898,0.779649317
11281260,0.779400349
12073578,0.779242516
12059628,0.779069483
12075073,0.778973937
10249582,0.778957248
12020071,0.778711319
12082482,0.778603017
12059065,0.778541148
12081168,0.778512359
12078339,0.778356969
12074640,0.777803957
12076497,0.777521074
11058301,0.777410924
12078165,0.777409136
12014725,0.777380228
12017638,0.777232885
12018113,0.777202904
11966852,0.776871681
12062378,0.776593208
12015575,0.776336074
12061025,0.776190758
11502054,0.77599591
12062368,0.775889874
12085525,0.775505483
11983957,0.775250018
12058623,0.775128007
10684380,0.774964988
12065362,0.774852395
10175464,0.77474916
12060934,0.774399638
12076314,0.773773074
12085688,0.773276091
12070663,0.773002028
12082572,0.772936165
11589239,0.772811651
12017491,0.772468328
12081549,0.772221029
11963003,0.771962106
12066477,0.771764457
12017028,0.771734536
10770818,0.771717131
10624568,0.771664739
10646158,0.771582067
12068997,0.771534562
10798840,0.771271527
12059914,0.771270812
10968358,0.771106958
12059495,0.771079481
12059152,0.771008551
12054176,0.770885766
12082271,0.770700514
10546746,0.770656943
11963390,0.770279229
12071145,0.769945323
12068516,0.769804657
12060738,0.769649267
11966105,0.769561589
11979486,0.769419968
11718071,0.769198656
12073201,0.769191384
12017083,0.768835664
10947661,0.768833339
11551561,0.768764913
11943667,0.768535554
12075227,0.768498003
12058460,0.767954588
12072374,0.767894447
11836491,0.767767072
12070601,0.767644346
12085479,0.767631531
12071699,0.76754874
12083952,0.767543912
10814698,0.767519176
10368927,0.767377257
12069407,0.767254472
12083934,0.767167151
12059187,0.767153144
10236502,0.767085612
12014012,0.766731679
12019897,0.766614437
12060181,0.766447008
11993612,0.766257048
10054710,0.766029298
12076971,0.765954733
12063606,0.765819728
11964783,0.765706599
11867180,0.765677691
11996224,0.765651166
11548122,0.765571296
12086024,0.765566647
11576886,0.765566528
12082405,0.765428662
12062973,0.765405834
10603378,0.765211344
12082247,0.765069544
12079109,0.764814198
10224460,0.764760613
12080649,0.764615119
12014077,0.76443404
12081334,0.764342248
12052967,0.764293551
12080141,0.764091611
12081695,0.76390022
12062074,0.763551474
12085281,0.763429523
11994136,0.763319612
12078297,0.763230264
11985548,0.762976825
12080357,0.762862027
12081024,0.762831509
11965310,0.762384176
12074729,0.762329519
12059980,0.762243271
12012701,0.761699021
12014739,0.761249721
11938577,0.761065841
11961395,0.760875046
11566496,0.760778964
12068760,0.760693192
11977994,0.760451317
10016975,0.760246933
11818400,0.760144889
12081748,0.760035276
12077122,0.759387016
12081248,0.759212554
10583843,0.759166241
11449954,0.759163082
10122003,0.759157598
12084704,0.759004116
12082583,0.75852263
10181338,0.758255422
12073659,0.758060217
11208853,0.757850111
12073454,0.757687688
12014348,0.757670403
12061289,0.757268071
10631703,0.757059813
10521498,0.756825209
12087501,0.756786048
12079883,0.756764174
12082565,0.756661773
12063394,0.756654501
10565389,0.756357431
10746271,0.756231606
10027729,0.75618124
10373402,0.75605917
12070585,0.756055713
12021822,0.755821049
10782217,0.755723119
12022241,0.755536854
11936127,0.755262315
12058667,0.755261183
12085280,0.754818082
12017797,0.754567087
10200737,0.754405618
10965837,0.754382253
12060187,0.754140019
11778776,0.754110932
12079760,0.753972471
10234511,0.753467143
12077987,0.753376901
12047132,0.752747953
12019951,0.7526564
12075318,0.752312958
12067446,0.752254009
10115848,0.752239704
12070230,0.752180576
12085246,0.75210309
11067725,0.752039135
11383150,0.751826525
12067614,0.751731336
12059889,0.751200736
12076716,0.750998557
12060062,0.750718832
12022164,0.75067848
12069610,0.750579059
10659074,0.750492156
11466870,0.750432312
12080119,0.750367761
12076983,0.750296533
10970421,0.750247896
11662663,0.749862969
11274966,0.749444783
12014757,0.749213994
12064500,0.748939157
12067579,0.748897493
11374780,0.748457134
10470842,0.748404145
12059484,0.748268247
12062464,0.748171151
10830600,0.748126745
11885085,0.748108923
12074005,0.747835815
12066193,0.747671068
12022109,0.747121215
11982237,0.747086763
11964634,0.74708575
12064934,0.747045457
11118147,0.746965826
11994896,0.746936738
10346159,0.746907413
12081458,0.746554196
12059579,0.746275425
11619424,0.746251345
10825612,0.746107996
12069213,0.745805144
10788216,0.745542645
12020292,0.745323658
12017895,0.744634211
12013317,0.744498789
11600559,0.744234085
11738172,0.744081616
12058652,0.74406153
10456097,0.744030476
12073828,0.743743539
12022069,0.743679583
12060851,0.743623018
12082951,0.743581355
11770414,0.743487298
10954064,0.743100703
11009710,0.743100166
11964086,0.742835879
10133032,0.742783427
11053324,0.742698908
12063939,0.742533565
10100390,0.74211508
10317476,0.741998494
12082402,0.741794884
12072916,0.741638303
11123373,0.741615295
12058251,0.741468549
12081104,0.741277635
12065062,0.741101205
12053887,0.740605533
12081315,0.740469456
12074505,0.740166962
12080002,0.740085542
12071432,0.739973605
11549684,0.739930928
12080008,0.739266992
12084032,0.739175797
10774409,0.739143968
11963932,0.738857687
12071922,0.738812506
11128869,0.738811493
12079470,0.738792598
11966002,0.738539815
10995685,0.738355041
12070900,0.738238037
12076248,0.738143742
11964625,0.738138556
12019363,0.738052487
12075513,0.737784266
12070959,0.737296402
12060372,0.737157643
11699527,0.737016082
11147253,0.736756742
12060349,0.736582339
12077746,0.736496747
12076476,0.736447155
10371282,0.735584378
11164132,0.735019267
12075525,0.734951973
12020125,0.734908283
12018473,0.734694064
11146835,0.73444593
11046002,0.734060466
12067743,0.733897448
10361566,0.733730555
12081314,0.733595252
10713007,0.733526051
12018710,0.733429074
12073650,0.733402312
12068386,0.733162761
12074837,0.733065069
11980285,0.732664883
12015017,0.732381403
12073060,0.731730103
10018985,0.731501639
12077492,0.730094433
12076003,0.729669511
12017078,0.729262352
11074358,0.729117155
10632505,0.729115903
12070364,0.728857756
12079679,0.728850543
11248172,0.728671849
11774515,0.728441596
11964028,0.72835964
12064987,0.727837384
10912246,0.727324307
12070494,0.727206707
12063520,0.727152169
11979586,0.727129221
11479794,0.727037132
11866344,0.726896167
10043087,0.72684449
12082622,0.726672351
12067914,0.726610184
11982043,0.725467622
12069073,0.725260794
11973655,0.725035965
10346727,0.725002527
12081129,0.72462976
10748637,0.724106848
11995217,0.723950624
12012661,0.723839879
12069007,0.723830223
12064360,0.723671436
11777150,0.72356236
10871374,0.723302126
11929685,0.723146379
10341513,0.722961307
10669930,0.722682536
10185400,0.722643137
11680213,0.722054958
11284483,0.721998572
12059636,0.72191
12071034,0.72171706
10033813,0.721703231
12062282,0.721699357
12078202,0.721594572
10796841,0.721442282
12085119,0.72136265
12058223,0.7213431
11032917,0.721214056
12056082,0.721024752
11268301,0.72102046
12016424,0.720449686
12017913,0.720168769
12016636,0.71991837
12075658,0.719880402
11968098,0.719835341
12078087,0.719782412
12081171,0.719750583
12079831,0.71953392
10017784,0.719522357
12054903,0.719493687
12069013,0.719487369
12010440,0.719152451
11226286,0.717926025
11570934,0.717776597
11995704,0.717413306
12022166,0.716466427
10376476,0.716400146
11353879,0.716282666
12069346,0.716226876
12077109,0.715884745
12066560,0.715879083
11978109,0.715706229
12070694,0.714928031
12016104,0.714720547
12021882,0.714656591
11985033,0.71461761
11679870,0.714298964
11835251,0.713614821
11963383,0.713503122
11737078,0.713397384
11592474,0.712737501
10253638,0.712661684
11994923,0.711756289
10386361,0.711671591
12067445,0.711474359
10317210,0.711264908
12020426,0.710967422
12017092,0.71080184
10868982,0.710723817
12015475,0.709966838
12062410,0.709344387
12062559,0.709280491
12069477,0.708976209
12017057,0.708702087
10257303,0.708061397
11061796,0.707862616
12061187,0.707831025
12024095,0.707543194
11646814,0.70743084
11963293,0.707146585
10958003,0.706927776
11964449,0.706372917
12070576,0.706366718
11979840,0.706018448
12060511,0.705781519
12069980,0.705415428
10450805,0.705277205
12074097,0.705224395
11963499,0.705206573
10064282,0.704852641
10129913,0.704783559
10464540,0.703436792
10239504,0.703232765
12071948,0.702723265
12050727,0.702707052
11966965,0.702036738
11662904,0.701163948
10398548,0.701051593
12075160,0.700477183
11981723,0.700424731
12013813,0.700424612
10144166,0.700219452
12076676,0.699539423
12015495,0.699513733
12016639,0.699308038
11068886,0.69895339
12020033,0.698764801
11899727,0.698271096
10382074,0.698267221
12051205,0.697876811
11403035,0.697870612
12018389,0.697822452
12081654,0.697800159
12060583,0.697677374
10518339,0.697350621
12024707,0.696974814
11983641,0.696436644
11980341,0.696253777
12069336,0.696055174
12076929,0.695876598
10547070,0.695803821
12066970,0.695524514
11090002,0.695507407
10095371,0.694961965
11639254,0.694831967
12073723,0.694655597
10101006,0.694188952
11984450,0.693654597
12017515,0.692836821
11253821,0.692046642
11718902,0.691801012
11662468,0.691622913
12059147,0.690967321
12057296,0.690691829
11994174,0.689764977
10543183,0.689571142
11596626,0.689403594
12078094,0.689170241
12063790,0.688715756
12077889,0.688427746
12079836,0.688096464
10033946,0.687761605
12014945,0.687615097
12060512,0.687404215
12080096,0.687340736
12058341,0.6867522
11522621,0.685900033
10873282,0.685143471
12081234,0.684740543
11174097,0.68447268
12012908,0.68376869
12081317,0.683745027
12087374,0.683430076
10818087,0.683420002
12080953,0.682546794
12080191,0.682338953
12082301,0.68144244
12015033,0.68122077
10525770,0.680983603
11662947,0.680835843
12062673,0.680727661
11286406,0.680292964
12061282,0.679931879
12073137,0.679908097
12077766,0.679900646
12022508,0.67946589
12075842,0.679290831
11980438,0.679233313
11011290,0.678636312
12070699,0.678427398
12075233,0.678189158
12067624,0.677944124
11967440,0.677856266
11089500,0.677847028
10736551,0.677651644
12065293,0.677254856
10656415,0.67699784
12013396,0.676436245
11149298,0.676004946
11158426,0.675927758
12070237,0.675866485
11245661,0.67580682
11978337,0.675500572
12081714,0.674903929
10488318,0.674875796
11964486,0.67450583
11733234,0.674485326
10198741,0.673726439
10443974,0.67288208
10039455,0.672306418
12017076,0.670870483
12066130,0.670230389
12019477,0.669434667
12051491,0.66918081
11632802,0.668870449
10865852,0.668777108
12017572,0.668615103
12075550,0.666537583
10308614,0.666530311
12065568,0.665495753
12076009,0.665422082
10649241,0.665394783
12061830,0.664573133
11243437,0.663641632
12073030,0.662518919
10636201,0.661112487
12017096,0.661033094
12063213,0.661003411
11000046,0.660533309
10147188,0.659734368
12060139,0.658483684
12078451,0.658112466
11047565,0.657866597
10701521,0.657736123
12068311,0.657400191
12081151,0.656559467
11963934,0.654933512
12013563,0.653933764
12014692,0.653401315
12078950,0.652974308
11979829,0.652372241
12085651,0.651910484
12018857,0.650978267
11965525,0.650626421
12068891,0.650491357
11963813,0.648953974
12079506,0.646891236
12069367,0.646880507
12068730,0.645049632
12078261,0.641966939
12084143,0.640854239
11565125,0.640812933
12018755,0.638089895
12076774,0.638054132
12023987,0.635848403
12063923,0.633481979
11985671,0.632707834
12060183,0.632627308
12014304,0.630318582
11187940,0.628519833
10203555,0.628081501
12061306,0.626367569
11999069,0.625538707
11981495,0.62533325
11968195,0.624735951
12024843,0.624302208
11965410,0.611392319
10842629,0.609687626
12080930,0.60522455
11529721,0.605049729
10746739,0.603930354
12013101,0.593715787
12068064,0.577209055
